#п/п;Заказчик;URL;Наименование;URL;Способ_закупки;Единица_измерения;Кол-во;Цена_за_ед.;Плановая_сумма;Планируемый_срок_закупки;Статус
86426943;КГУ «Областная психолого-медико-педагогическая консультация №4 города Ушарал» ГУ «Управление образования области Жетісу»;https://goszakup.gov.kz/ru/registry/show_supplier/32723;Эмаль;https://goszakup.gov.kz/ru/registry/show_plan/86426943/4716847;Запрос ценовых предложений;Банка условная;3;8 000.00;24 000.00;Апрель;Опубликован
86426942;;https://goszakup.gov.kz/ru/registry/show_supplier/27738;Фонарь;https://goszakup.gov.kz/ru/registry/show_plan/86426942/4717104;Из одного источника путем прямого заключения договора;Штука;8;18 000.00;144 000.00;Апрель;Договор действует
86226675;;https://goszakup.gov.kz/ru/registry/show_supplier/728730;Клей;https://goszakup.gov.kz/ru/registry/show_plan/86426940/4717115;Запрос ценовых предложений;Штука;20;850.00;17 000.00;Апрель;Утвержден
86176397;;https://goszakup.gov.kz/ru/registry/show_supplier/53900;Изделия макаронные;https://goszakup.gov.kz/ru/registry/show_plan/86426938/4717094;Конкурс по приобретению товаров, связанных с обеспечением питания воспитанников и обучающихся;Килограмм;24;450.00;10 800.00;Апрель;Утвержден
86223298;;https://goszakup.gov.kz/ru/registry/show_supplier/728730;Бачок;https://goszakup.gov.kz/ru/registry/show_plan/86426934/4717115;Запрос ценовых предложений;Штука;40;14 000.00;560 000.00;Апрель;Проект договора
86176457;;https://goszakup.gov.kz/ru/registry/show_supplier/53900;Рис;https://goszakup.gov.kz/ru/registry/show_plan/86426932/4717094;Конкурс по приобретению товаров, связанных с обеспечением питания воспитанников и обучающихся;Килограмм;184.67;420.00;77 561.40;Апрель;Утвержден
86426931;КГУ «Зангарская средняя общеобразовательная школа» отдела образования Павлодарского района, управления образования Павлодарской области;https://goszakup.gov.kz/ru/registry/show_supplier/54186;Яблоко позднее;https://goszakup.gov.kz/ru/registry/show_plan/86426931/4716915;Из одного источника путем прямого заключения договора по питанию обучающихся;Килограмм;80;870.00;69 600.00;Апрель;Проект договора
86426929;КГУ "Средняя общеобразовательная школа № 80" государственного учреждения "Отдел образования города Актобе";https://goszakup.gov.kz/ru/registry/show_supplier/822889;Медаль;https://goszakup.gov.kz/ru/registry/show_plan/86426929/4714339;Электронный магазин;Комплект;41;2 400.00;98 400.00;Апрель;Утвержден
82712142;;https://goszakup.gov.kz/ru/registry/show_supplier/7541;Работы по изготовлению полиграфической/печатанию полиграфической продукции;https://goszakup.gov.kz/ru/registry/show_plan/86426928/4712990;Из одного источника путем прямого заключения договора;Работа;1;45 389.50;45 389.50;Апрель;Проект договора
83741838;Государственное коммунальное предприятие на праве хозяйственного ведения "Районная больница" с.Боралдай Илийского района государственного учреждения "Управления здравоохранения Алматинской области";https://goszakup.gov.kz/ru/registry/show_supplier/27769;Смесь;https://goszakup.gov.kz/ru/registry/show_plan/86426926/4717117;Электронный магазин;Штука;1500;4 200.00;6 300 000.00;Апрель;Опубликован
86176504;;https://goszakup.gov.kz/ru/registry/show_supplier/53900;Гречиха;https://goszakup.gov.kz/ru/registry/show_plan/86426924/4717094;Конкурс по приобретению товаров, связанных с обеспечением питания воспитанников и обучающихся;Килограмм;75;380.00;28 500.00;Апрель;Утвержден
86426923;Государственное коммунальное казенное предприятие «Ясли-сад №33 «Шаңырақ» отдела образования города Уральск управления образования акимата Западно-Казахстанской области»;https://goszakup.gov.kz/ru/registry/show_supplier/39151;Чайник;https://goszakup.gov.kz/ru/registry/show_plan/86426923/4716762;Запрос ценовых предложений;Штука;11;5 500.00;60 500.00;Апрель;Утвержден
83741836;Государственное коммунальное предприятие на праве хозяйственного ведения "Районная больница" с.Боралдай Илийского района государственного учреждения "Управления здравоохранения Алматинской области";https://goszakup.gov.kz/ru/registry/show_supplier/27769;Смесь;https://goszakup.gov.kz/ru/registry/show_plan/86426921/4717117;Электронный магазин;Штука;500;4 200.00;2 100 000.00;Апрель;Закупка состоялась
86176548;;https://goszakup.gov.kz/ru/registry/show_supplier/53900;Хлопья;https://goszakup.gov.kz/ru/registry/show_plan/86426916/4717094;Конкурс по приобретению товаров, связанных с обеспечением питания воспитанников и обучающихся;Килограмм;48;350.00;16 800.00;Апрель;Утвержден
86426914;;https://goszakup.gov.kz/ru/registry/show_supplier/38627;Услуги по вывозу (сбору) неопасных отходов/имущества/материалов;https://goszakup.gov.kz/ru/registry/show_plan/86426914/4715155;Из одного источника путем прямого заключения договора;Одна услуга;1;4 000 000.00;4 000 000.00;Апрель;Проект договора
86426913;КГУ «Зангарская средняя общеобразовательная школа» отдела образования Павлодарского района, управления образования Павлодарской области;https://goszakup.gov.kz/ru/registry/show_supplier/54186;Шиповник;https://goszakup.gov.kz/ru/registry/show_plan/86426913/4716915;Из одного источника путем прямого заключения договора по питанию обучающихся;Килограмм;0.5;1 900.00;950.00;Апрель;Проект договора
84336388;ГУ "Аппарат акима Каратерекского сельского округа Майского района Павлодарской области";https://goszakup.gov.kz/ru/registry/show_supplier/44130;Компьютер;https://goszakup.gov.kz/ru/registry/show_plan/86426910/4717100;Запрос ценовых предложений;Штука;1;317 241.38;317 241.38;Апрель;Утвержден
86227040;;https://goszakup.gov.kz/ru/registry/show_supplier/728730;Смеситель;https://goszakup.gov.kz/ru/registry/show_plan/86426907/4717115;Запрос ценовых предложений;Штука;120;5 000.00;600 000.00;Апрель;Проект договора
86176588;;https://goszakup.gov.kz/ru/registry/show_supplier/53900;Крупа кукурузная;https://goszakup.gov.kz/ru/registry/show_plan/86426906/4717094;Конкурс по приобретению товаров, связанных с обеспечением питания воспитанников и обучающихся;Килограмм;60;350.00;21 000.00;Апрель;Утвержден
86176856;;https://goszakup.gov.kz/ru/registry/show_supplier/53900;Масло;https://goszakup.gov.kz/ru/registry/show_plan/86426900/4717094;Конкурс по приобретению товаров, связанных с обеспечением питания воспитанников и обучающихся;Килограмм;242;2 000.00;484 000.00;Апрель;Утвержден
86426899;КГУ «Зангарская средняя общеобразовательная школа» отдела образования Павлодарского района, управления образования Павлодарской области;https://goszakup.gov.kz/ru/registry/show_supplier/54186;Чеснок;https://goszakup.gov.kz/ru/registry/show_plan/86426899/4716915;Из одного источника путем прямого заключения договора по питанию обучающихся;Килограмм;0.5;1 750.00;875.00;Апрель;Проект договора
86426898;;https://goszakup.gov.kz/ru/registry/show_supplier/27738;Комплект майка с шортами;https://goszakup.gov.kz/ru/registry/show_plan/86426898/4717104;Запрос ценовых предложений;Комплект;60;3 800.00;228 000.00;Апрель;Опубликован
84036257;;https://goszakup.gov.kz/ru/registry/show_supplier/38627;Услуги по вывозу (сбору) неопасных отходов/имущества/материалов;https://goszakup.gov.kz/ru/registry/show_plan/86426896/4715155;Запрос ценовых предложений;Одна услуга;1;3 327 586.21;3 327 586.21;Июнь;Утвержден
85500727;;https://goszakup.gov.kz/ru/registry/show_supplier/728730;Средство чистящее;https://goszakup.gov.kz/ru/registry/show_plan/86426892/4717115;Запрос ценовых предложений;Штука;10;1 000.00;10 000.00;Апрель;Проект договора
86176905;;https://goszakup.gov.kz/ru/registry/show_supplier/53900;Чай;https://goszakup.gov.kz/ru/registry/show_plan/86426890/4717094;Конкурс по приобретению товаров, связанных с обеспечением питания воспитанников и обучающихся;Килограмм;19.8;1 250.00;24 750.00;Апрель;Утвержден
86176996;;https://goszakup.gov.kz/ru/registry/show_supplier/53900;Сыр;https://goszakup.gov.kz/ru/registry/show_plan/86426884/4717094;Конкурс по приобретению товаров, связанных с обеспечением питания воспитанников и обучающихся;Килограмм;78.75;2 850.00;224 437.50;Апрель;Утвержден
86426883;ГККП «Дошкольная организация «Мөлдір бұлақ» ГУ «Отдел образования Айтекебийского района Управления образования Актюбинской области»;https://goszakup.gov.kz/ru/registry/show_supplier/51889;Крупа кукурузная;https://goszakup.gov.kz/ru/registry/show_plan/86426883/4682215;Конкурс по приобретению товаров, связанных с обеспечением питания воспитанников и обучающихся;Килограмм;25;400.00;10 000.00;Апрель;Опубликован
84336350;ГУ "Аппарат акима Каратерекского сельского округа Майского района Павлодарской области";https://goszakup.gov.kz/ru/registry/show_supplier/44130;Работы по ремонту/благоустройству территории;https://goszakup.gov.kz/ru/registry/show_plan/86426880/4717100;Из одного источника путем прямого заключения договора;Работа;1;200 000.00;200 000.00;Апрель;Проект договора
86426878;КГУ "Общеобразовательная школа №39" отдела образования города Уральск управления образования акимата Западно-Казахстанской области";https://goszakup.gov.kz/ru/registry/show_supplier/30564;Лампа светодиодная;https://goszakup.gov.kz/ru/registry/show_plan/86426878/4717108;Запрос ценовых предложений;Штука;50;600.00;30 000.00;Апрель;Утвержден
86426875;КГУ «Зангарская средняя общеобразовательная школа» отдела образования Павлодарского района, управления образования Павлодарской области;https://goszakup.gov.kz/ru/registry/show_supplier/54186;Филе;https://goszakup.gov.kz/ru/registry/show_plan/86426875/4716915;Из одного источника путем прямого заключения договора по питанию обучающихся;Килограмм;7;4 200.00;29 400.00;Апрель;Проект договора
86177063;;https://goszakup.gov.kz/ru/registry/show_supplier/53900;Кисель;https://goszakup.gov.kz/ru/registry/show_plan/86426871/4717094;Конкурс по приобретению товаров, связанных с обеспечением питания воспитанников и обучающихся;Килограмм;78.75;1 100.00;86 625.00;Апрель;Утвержден
86426867;КГУ "Общеобразовательная школа №39" отдела образования города Уральск управления образования акимата Западно-Казахстанской области";https://goszakup.gov.kz/ru/registry/show_supplier/30564;Смеситель;https://goszakup.gov.kz/ru/registry/show_plan/86426867/4717108;Запрос ценовых предложений;Штука;15;1 300.00;19 500.00;Апрель;Утвержден
86426864;ГККП "Ясли-сад № 35 "Ертегі" акимата города Астана;https://goszakup.gov.kz/ru/registry/show_supplier/113510;Папка;https://goszakup.gov.kz/ru/registry/show_plan/86426864/4717113;Электронный магазин;Упаковка;15;3 320.00;49 800.00;Апрель;Опубликован
86177154;;https://goszakup.gov.kz/ru/registry/show_supplier/53900;Картофель;https://goszakup.gov.kz/ru/registry/show_plan/86426863/4717094;Конкурс по приобретению товаров, связанных с обеспечением питания воспитанников и обучающихся;Килограмм;1078.5;250.00;269 625.00;Апрель;Утвержден
86426858;;https://goszakup.gov.kz/ru/registry/show_supplier/27738;Майка;https://goszakup.gov.kz/ru/registry/show_plan/86426858/4717104;Запрос ценовых предложений;Штука;80;900.00;72 000.00;Апрель;Опубликован
86426857;ГККП «Дошкольная организация «Мөлдір бұлақ» ГУ «Отдел образования Айтекебийского района Управления образования Актюбинской области»;https://goszakup.gov.kz/ru/registry/show_supplier/51889;Крупа пшено;https://goszakup.gov.kz/ru/registry/show_plan/86426857/4682215;Конкурс по приобретению товаров, связанных с обеспечением питания воспитанников и обучающихся;Килограмм;25;350.00;8 750.00;Апрель;Опубликован
86426856;ГККП "Ясли-сад № 35 "Ертегі" акимата города Астана;https://goszakup.gov.kz/ru/registry/show_supplier/113510;Маркер;https://goszakup.gov.kz/ru/registry/show_plan/86426856/4717113;Электронный магазин;Упаковка;25;1 700.00;42 500.00;Апрель;Опубликован
86177204;;https://goszakup.gov.kz/ru/registry/show_supplier/53900;Морковь;https://goszakup.gov.kz/ru/registry/show_plan/86426853/4717094;Конкурс по приобретению товаров, связанных с обеспечением питания воспитанников и обучающихся;Килограмм;343.5;250.00;85 875.00;Апрель;Утвержден
86426850;ГККП "Ясли-сад № 35 "Ертегі" акимата города Астана;https://goszakup.gov.kz/ru/registry/show_supplier/113510;Фломастер;https://goszakup.gov.kz/ru/registry/show_plan/86426850/4717113;Электронный магазин;Упаковка;30;1 800.00;54 000.00;Апрель;Опубликован
86177478;;https://goszakup.gov.kz/ru/registry/show_supplier/53900;Свекла;https://goszakup.gov.kz/ru/registry/show_plan/86426847/4717094;Конкурс по приобретению товаров, связанных с обеспечением питания воспитанников и обучающихся;Килограмм;262.5;300.00;78 750.00;Апрель;Утвержден
82713085;КГУ "Общеобразовательная школа №39" отдела образования города Уральск управления образования акимата Западно-Казахстанской области";https://goszakup.gov.kz/ru/registry/show_supplier/30564;Кисть;https://goszakup.gov.kz/ru/registry/show_plan/86426844/4717108;Запрос ценовых предложений;Штука;30;300.00;9 000.00;Апрель;Утвержден
86426843;ГККП "Ясли-сад № 35 "Ертегі" акимата города Астана;https://goszakup.gov.kz/ru/registry/show_supplier/113510;Блокнот для записей;https://goszakup.gov.kz/ru/registry/show_plan/86426843/4717113;Электронный магазин;Штука;35;2 150.00;75 250.00;Апрель;Опубликован
86177550;;https://goszakup.gov.kz/ru/registry/show_supplier/53900;Лук репчатый;https://goszakup.gov.kz/ru/registry/show_plan/86426837/4717094;Конкурс по приобретению товаров, связанных с обеспечением питания воспитанников и обучающихся;Килограмм;265.5;200.00;53 100.00;Апрель;Утвержден
86426836;ГККП "Ясли-сад № 35 "Ертегі" акимата города Астана;https://goszakup.gov.kz/ru/registry/show_supplier/113510;Ручка канцелярская;https://goszakup.gov.kz/ru/registry/show_plan/86426836/4717113;Электронный магазин;Штука;300;300.00;90 000.00;Апрель;Опубликован
82713040;КГУ "Общеобразовательная школа №39" отдела образования города Уральск управления образования акимата Западно-Казахстанской области";https://goszakup.gov.kz/ru/registry/show_supplier/30564;Валик;https://goszakup.gov.kz/ru/registry/show_plan/86426833/4717108;Запрос ценовых предложений;Штука;20;900.00;18 000.00;Апрель;Утвержден
86177624;;https://goszakup.gov.kz/ru/registry/show_supplier/53900;Изделия макаронные;https://goszakup.gov.kz/ru/registry/show_plan/86426831/4717094;Конкурс по приобретению товаров, связанных с обеспечением питания воспитанников и обучающихся;Килограмм;48;450.00;21 600.00;Апрель;Утвержден
86426830;ГККП "Ясли-сад № 35 "Ертегі" акимата города Астана;https://goszakup.gov.kz/ru/registry/show_supplier/113510;Нож;https://goszakup.gov.kz/ru/registry/show_plan/86426830/4717113;Электронный магазин;Штука;35;1 700.00;59 500.00;Апрель;Опубликован
84860860;;https://goszakup.gov.kz/ru/registry/show_supplier/27738;Комплект майка с шортами;https://goszakup.gov.kz/ru/registry/show_plan/86426828/4717104;Запрос ценовых предложений;Комплект;10;3 800.00;38 000.00;Апрель;Опубликован
86178121;;https://goszakup.gov.kz/ru/registry/show_supplier/53900;Печенье;https://goszakup.gov.kz/ru/registry/show_plan/86426825/4717094;Конкурс по приобретению товаров, связанных с обеспечением питания воспитанников и обучающихся;Килограмм;108;1 100.00;118 800.00;Апрель;Утвержден
84336348;ГУ "Аппарат акима Каратерекского сельского округа Майского района Павлодарской области";https://goszakup.gov.kz/ru/registry/show_supplier/44130;Услуги по уборке зданий/помещений/территории и аналогичных объектов;https://goszakup.gov.kz/ru/registry/show_plan/86426824/4717100;Из одного источника путем прямого заключения договора;Одна услуга;1;368 000.00;368 000.00;Апрель;Проект договора
82713043;КГУ "Общеобразовательная школа №39" отдела образования города Уральск управления образования акимата Западно-Казахстанской области";https://goszakup.gov.kz/ru/registry/show_supplier/30564;Шпатлевка;https://goszakup.gov.kz/ru/registry/show_plan/86426822/4717108;Запрос ценовых предложений;Упаковка;2;5 500.00;11 000.00;Апрель;Утвержден
86426820;КГУ «Зангарская средняя общеобразовательная школа» отдела образования Павлодарского района, управления образования Павлодарской области;https://goszakup.gov.kz/ru/registry/show_supplier/54186;Курица;https://goszakup.gov.kz/ru/registry/show_plan/86426820/4716915;Из одного источника путем прямого заключения договора по питанию обучающихся;Килограмм;20;3 000.00;60 000.00;Апрель;Проект договора
86426819;ГККП "Ясли-сад № 35 "Ертегі" акимата города Астана;https://goszakup.gov.kz/ru/registry/show_supplier/113510;Ножницы;https://goszakup.gov.kz/ru/registry/show_plan/86426819/4717113;Электронный магазин;Штука;50;1 800.00;90 000.00;Апрель;Опубликован
86426817;ГККП «Дошкольная организация «Мөлдір бұлақ» ГУ «Отдел образования Айтекебийского района Управления образования Актюбинской области»;https://goszakup.gov.kz/ru/registry/show_supplier/51889;Паста томатная;https://goszakup.gov.kz/ru/registry/show_plan/86426817/4682215;Конкурс по приобретению товаров, связанных с обеспечением питания воспитанников и обучающихся;Литр (куб. дм.);10;1 200.00;12 000.00;Апрель;Опубликован
86178204;;https://goszakup.gov.kz/ru/registry/show_supplier/53900;Булочка;https://goszakup.gov.kz/ru/registry/show_plan/86426815/4717094;Конкурс по приобретению товаров, связанных с обеспечением питания воспитанников и обучающихся;Штука;3150;50.00;157 500.00;Апрель;Утвержден
84860904;;https://goszakup.gov.kz/ru/registry/show_supplier/27738;Издание печатное;https://goszakup.gov.kz/ru/registry/show_plan/86426814/4717104;Запрос ценовых предложений;Штука;1;30 000.00;30 000.00;Апрель;Заявка
85410602;;https://goszakup.gov.kz/ru/registry/show_supplier/67602;Работы по разработке/корректировке нормативной/технической документации/технологических схем/паспортов/локальных смет;https://goszakup.gov.kz/ru/registry/show_plan/86426812/4717099;Запрос ценовых предложений;Работа;1;300 000.00;300 000.00;Февраль;Утвержден
86426811;ГККП "Ясли-сад № 35 "Ертегі" акимата города Астана;https://goszakup.gov.kz/ru/registry/show_supplier/113510;Магнит;https://goszakup.gov.kz/ru/registry/show_plan/86426811/4717113;Электронный магазин;Упаковка;50;1 880.00;94 000.00;Апрель;Опубликован
86426809;КГУ «Зангарская средняя общеобразовательная школа» отдела образования Павлодарского района, управления образования Павлодарской области;https://goszakup.gov.kz/ru/registry/show_supplier/54186;Приправа;https://goszakup.gov.kz/ru/registry/show_plan/86426809/4716915;Из одного источника путем прямого заключения договора по питанию обучающихся;Одна пачка;3;580.00;1 740.00;Апрель;Проект договора
82713038;КГУ "Общеобразовательная школа №39" отдела образования города Уральск управления образования акимата Западно-Казахстанской области";https://goszakup.gov.kz/ru/registry/show_supplier/30564;Цемент алинитовый;https://goszakup.gov.kz/ru/registry/show_plan/86426808/4717108;Запрос ценовых предложений;Упаковка;3;2 500.00;7 500.00;Апрель;Утвержден
86426805;ГККП "Ясли-сад № 35 "Ертегі" акимата города Астана;https://goszakup.gov.kz/ru/registry/show_supplier/113510;Степлер;https://goszakup.gov.kz/ru/registry/show_plan/86426805/4717113;Электронный магазин;Штука;35;4 000.00;140 000.00;Апрель;Опубликован
82713037;КГУ "Общеобразовательная школа №39" отдела образования города Уральск управления образования акимата Западно-Казахстанской области";https://goszakup.gov.kz/ru/registry/show_supplier/30564;Клей;https://goszakup.gov.kz/ru/registry/show_plan/86426804/4717108;Запрос ценовых предложений;Банка условная;10;2 000.00;20 000.00;Апрель;Утвержден
86426800;ГККП «Дошкольная организация «Мөлдір бұлақ» ГУ «Отдел образования Айтекебийского района Управления образования Актюбинской области»;https://goszakup.gov.kz/ru/registry/show_supplier/51889;Горох;https://goszakup.gov.kz/ru/registry/show_plan/86426800/4682215;Конкурс по приобретению товаров, связанных с обеспечением питания воспитанников и обучающихся;Килограмм;25;380.00;9 500.00;Апрель;Опубликован
86426799;ГККП "Ясли-сад № 35 "Ертегі" акимата города Астана;https://goszakup.gov.kz/ru/registry/show_supplier/113510;Скоба;https://goszakup.gov.kz/ru/registry/show_plan/86426799/4717113;Электронный магазин;Упаковка;150;820.00;123 000.00;Апрель;Опубликован
84860900;;https://goszakup.gov.kz/ru/registry/show_supplier/27738;Шлем;https://goszakup.gov.kz/ru/registry/show_plan/86426798/4717104;Из одного источника путем прямого заключения договора;Штука;28;14 000.00;392 000.00;Апрель;Договор действует
86426796;КГУ "Общеобразовательная школа №39" отдела образования города Уральск управления образования акимата Западно-Казахстанской области";https://goszakup.gov.kz/ru/registry/show_supplier/30564;Эмаль;https://goszakup.gov.kz/ru/registry/show_plan/86426796/4717108;Запрос ценовых предложений;Банка условная;6;2 500.00;15 000.00;Апрель;Утвержден
86426792;ГККП "Ясли-сад № 35 "Ертегі" акимата города Астана;https://goszakup.gov.kz/ru/registry/show_supplier/113510;Файл - вкладыш;https://goszakup.gov.kz/ru/registry/show_plan/86426792/4717113;Электронный магазин;Упаковка;150;1 175.00;176 250.00;Апрель;Опубликован
86424908;Республиканское государственное предприятие на праве хозяйственного ведения "Еңбек" учреждений уголовно-исполнительной (пенитенциарной) системы Комитета уголовно-исполнительной системы Министерства внутренних дел Республики Казахстан;https://goszakup.gov.kz/ru/registry/show_supplier/10364;Карась;https://goszakup.gov.kz/ru/registry/show_plan/86426791/4717051;Из одного источника путем прямого заключения договора;Килограмм;44487;948.28;42 186 132.36;Апрель;Проект договора
86178272;;https://goszakup.gov.kz/ru/registry/show_supplier/53900;Яблоко раннее;https://goszakup.gov.kz/ru/registry/show_plan/86426790/4717094;Конкурс по приобретению товаров, связанных с обеспечением питания воспитанников и обучающихся;Килограмм;243;550.00;133 650.00;Апрель;Утвержден
86426786;КГУ "Общеобразовательная школа №39" отдела образования города Уральск управления образования акимата Западно-Казахстанской области";https://goszakup.gov.kz/ru/registry/show_supplier/30564;Эмаль;https://goszakup.gov.kz/ru/registry/show_plan/86426786/4717108;Запрос ценовых предложений;Банка условная;24;2 500.00;60 000.00;Апрель;Утвержден
86426780;ГККП "Ясли-сад № 35 "Ертегі" акимата города Астана;https://goszakup.gov.kz/ru/registry/show_supplier/113510;Краска;https://goszakup.gov.kz/ru/registry/show_plan/86426780/4717113;Электронный магазин;Набор;50;2 000.00;100 000.00;Апрель;Опубликован
86426779;КГУ "Общеобразовательная школа №39" отдела образования города Уральск управления образования акимата Западно-Казахстанской области";https://goszakup.gov.kz/ru/registry/show_supplier/30564;Эмаль;https://goszakup.gov.kz/ru/registry/show_plan/86426779/4717108;Запрос ценовых предложений;Банка условная;12;2 500.00;30 000.00;Апрель;Утвержден
86426777;КГУ «Зангарская средняя общеобразовательная школа» отдела образования Павлодарского района, управления образования Павлодарской области;https://goszakup.gov.kz/ru/registry/show_supplier/54186;Паста томатная;https://goszakup.gov.kz/ru/registry/show_plan/86426777/4716915;Из одного источника путем прямого заключения договора по питанию обучающихся;Килограмм;4;1 350.00;5 400.00;Апрель;Проект договора
86426776;КГУ "Общеобразовательная школа №39" отдела образования города Уральск управления образования акимата Западно-Казахстанской области";https://goszakup.gov.kz/ru/registry/show_supplier/30564;Эмаль;https://goszakup.gov.kz/ru/registry/show_plan/86426776/4717108;Запрос ценовых предложений;Банка условная;60;2 500.00;150 000.00;Апрель;Утвержден
86426773;ГККП "Ясли-сад № 35 "Ертегі" акимата города Астана;https://goszakup.gov.kz/ru/registry/show_supplier/113510;Кисть;https://goszakup.gov.kz/ru/registry/show_plan/86426773/4717113;Электронный магазин;Штука;50;1 000.00;50 000.00;Апрель;Опубликован
86426772;КГУ «Зангарская средняя общеобразовательная школа» отдела образования Павлодарского района, управления образования Павлодарской области;https://goszakup.gov.kz/ru/registry/show_supplier/54186;Творог;https://goszakup.gov.kz/ru/registry/show_plan/86426772/4716915;Из одного источника путем прямого заключения договора по питанию обучающихся;Килограмм;0.5;1 800.00;900.00;Апрель;Проект договора
86426771;;https://goszakup.gov.kz/ru/registry/show_supplier/28971;Принтер маркиратор;https://goszakup.gov.kz/ru/registry/show_plan/86426771/4716081;Запрос ценовых предложений;Штука;1;43 103.44;43 103.44;Апрель;Заявка
82713080;КГУ "Общеобразовательная школа №39" отдела образования города Уральск управления образования акимата Западно-Казахстанской области";https://goszakup.gov.kz/ru/registry/show_supplier/30564;Эмаль;https://goszakup.gov.kz/ru/registry/show_plan/86426769/4717108;Запрос ценовых предложений;Банка условная;6;2 500.00;15 000.00;Апрель;Утвержден
86426768;КГКП "Ясли-сад "Қызғалдақ" отдела образования Жылыойского района Управления образования Атырауской области";https://goszakup.gov.kz/ru/registry/show_supplier/7459;Творог;https://goszakup.gov.kz/ru/registry/show_plan/86426768/4717106;Конкурс по приобретению товаров, связанных с обеспечением питания воспитанников и обучающихся;Килограмм;11.76;2 000.00;23 520.00;Апрель;Опубликован
86178382;;https://goszakup.gov.kz/ru/registry/show_supplier/53900;Масло;https://goszakup.gov.kz/ru/registry/show_plan/86426765/4717094;Конкурс по приобретению товаров, связанных с обеспечением питания воспитанников и обучающихся;Литр (куб. дм.);69.3;900.00;62 370.00;Апрель;Утвержден
86426763;КГКП "Ясли-сад "Қызғалдақ" отдела образования Жылыойского района Управления образования Атырауской области";https://goszakup.gov.kz/ru/registry/show_supplier/7459;Творог;https://goszakup.gov.kz/ru/registry/show_plan/86426763/4717106;Конкурс по приобретению товаров, связанных с обеспечением питания воспитанников и обучающихся;Килограмм;55.44;2 000.00;110 880.00;Апрель;Опубликован
85619835;КГУ "Басаманское учреждение лесного хозяйства" Управления природных ресурсов и регулирования природопользования акимата Костанайской области;https://goszakup.gov.kz/ru/registry/show_supplier/31013;Катер;https://goszakup.gov.kz/ru/registry/show_plan/86426761/4716603;Запрос ценовых предложений;Штука;1;11 178 000.00;11 178 000.00;Апрель;Утвержден
86426760;КГУ "Общеобразовательная школа №39" отдела образования города Уральск управления образования акимата Западно-Казахстанской области";https://goszakup.gov.kz/ru/registry/show_supplier/30564;Известь;https://goszakup.gov.kz/ru/registry/show_plan/86426760/4717108;Запрос ценовых предложений;Штука;10;500.00;5 000.00;Апрель;Утвержден
86178483;;https://goszakup.gov.kz/ru/registry/show_supplier/53900;Молоко натуральное;https://goszakup.gov.kz/ru/registry/show_plan/86426759/4717094;Конкурс по приобретению товаров, связанных с обеспечением питания воспитанников и обучающихся;Литр (куб. дм.);2526;650.00;1 641 900.00;Апрель;Утвержден
86426758;КГУ «Зангарская средняя общеобразовательная школа» отдела образования Павлодарского района, управления образования Павлодарской области;https://goszakup.gov.kz/ru/registry/show_supplier/54186;Сыр;https://goszakup.gov.kz/ru/registry/show_plan/86426758/4716915;Из одного источника путем прямого заключения договора по питанию обучающихся;Килограмм;2.5;3 700.00;9 250.00;Апрель;Проект договора
86426757;ГККП «Дошкольная организация «Мөлдір бұлақ» ГУ «Отдел образования Айтекебийского района Управления образования Актюбинской области»;https://goszakup.gov.kz/ru/registry/show_supplier/51889;Изделия макаронные;https://goszakup.gov.kz/ru/registry/show_plan/86426757/4682215;Конкурс по приобретению товаров, связанных с обеспечением питания воспитанников и обучающихся;Килограмм;60;500.00;30 000.00;Апрель;Опубликован
86424295;;https://goszakup.gov.kz/ru/registry/show_supplier/17267;Работы по выращиванию сеянцев/деревьев/кустарников;https://goszakup.gov.kz/ru/registry/show_plan/86426754/4717093;Запрос ценовых предложений;Работа;1;1 370 689.66;1 370 689.66;Апрель;Опубликован
86426751;;https://goszakup.gov.kz/ru/registry/show_supplier/28971;Ноутбук;https://goszakup.gov.kz/ru/registry/show_plan/86426751/4716081;Запрос ценовых предложений;Штука;1;258 620.68;258 620.68;Апрель;Заявка
86426750;КГУ «Зангарская средняя общеобразовательная школа» отдела образования Павлодарского района, управления образования Павлодарской области;https://goszakup.gov.kz/ru/registry/show_supplier/54186;Фрукты;https://goszakup.gov.kz/ru/registry/show_plan/86426750/4716915;Из одного источника путем прямого заключения договора по питанию обучающихся;Килограмм;3;560.00;1 680.00;Апрель;Проект договора
81465383;КГП «Костанайский областной центр реабилитации имени М.Карабаева» Управления здравоохранения акимата Костанайской области.;https://goszakup.gov.kz/ru/registry/show_supplier/251501;Услуги по организации/проведению конференций/семинаров/форумов/конкурсов/корпоративных/спортивных/культурных/праздничных и аналогичных мероприятий;https://goszakup.gov.kz/ru/registry/show_plan/86426749/4716652;Запрос ценовых предложений;Одна услуга;1;1 116 988.98;1 116 988.98;Июль;Утвержден
86426748;КГУ "Общеобразовательная школа №39" отдела образования города Уральск управления образования акимата Западно-Казахстанской области";https://goszakup.gov.kz/ru/registry/show_supplier/30564;Грабли;https://goszakup.gov.kz/ru/registry/show_plan/86426748/4717108;Запрос ценовых предложений;Штука;2;2 500.00;5 000.00;Апрель;Утвержден
84860891;;https://goszakup.gov.kz/ru/registry/show_supplier/27738;Бензин для двигателей с искровым зажиганием;https://goszakup.gov.kz/ru/registry/show_plan/86426746/4717104;Из одного источника путем прямого заключения договора;Литр (куб. дм.);420.847;206.89;87 069.04;Апрель;Договор действует
