#п/п;Заказчик;URL;Наименование;URL;Способ_закупки;Единица_измерения;Кол-во;Цена_за_ед.;Плановая_сумма;Планируемый_срок_закупки;Статус
83745788;;https://goszakup.gov.kz/ru/registry/show_supplier/43650;Услуги по обеспечению участия в мероприятиях;https://goszakup.gov.kz/ru/registry/show_plan/86430643/4717471;Из одного источника путем прямого заключения договора;Одна услуга;1;180 860.00;180 860.00;Апрель;Проект договора
86430641;ГККП "Ясли-сад № 55 "Қарақат" акимата города Астаны;https://goszakup.gov.kz/ru/registry/show_supplier/10717;Веник;https://goszakup.gov.kz/ru/registry/show_plan/86430641/4717133;Электронный магазин;Штука;30;1 500.00;45 000.00;Апрель;Утвержден
83874955;КГП "Костанайская районная больница" Управления здравоохранения акимата Костанайской области;https://goszakup.gov.kz/ru/registry/show_supplier/12410;Губка;https://goszakup.gov.kz/ru/registry/show_plan/86430632/4716407;Запрос ценовых предложений;Упаковка;20;460.00;9 200.00;Апрель;Утвержден
86430631;ГУ "Аппарат акима Аягозского района области Абай";https://goszakup.gov.kz/ru/registry/show_supplier/15241;Нож;https://goszakup.gov.kz/ru/registry/show_plan/86430631/4711498;Запрос ценовых предложений;Штука;20;700.00;14 000.00;Апрель;Заявка
86052531;КГУ "Средняя школа № 7 города Аксу" отдела образования города Аксу, управления образования Павлодарской области;https://goszakup.gov.kz/ru/registry/show_supplier/26824;Салфетка;https://goszakup.gov.kz/ru/registry/show_plan/86430626/4717433;Запрос ценовых предложений;Штука;30;1 200.00;36 000.00;Апрель;Утвержден
86430625;;https://goszakup.gov.kz/ru/registry/show_supplier/39852;Услуги по модернизации информационной системы;https://goszakup.gov.kz/ru/registry/show_plan/86430625/4713833;Запрос ценовых предложений;Одна услуга;1;4 923 000.00;4 923 000.00;Апрель;Утвержден
82041163;КГКП "Кызылординский политехнический высший колледж имени Исатая Абдукаримова" управления образования Кызылординской области;https://goszakup.gov.kz/ru/registry/show_supplier/23493;Мешок;https://goszakup.gov.kz/ru/registry/show_plan/86430621/4701258;Запрос ценовых предложений;Штука;400;440.00;176 000.00;Июнь;Утвержден
81658897;;https://goszakup.gov.kz/ru/registry/show_supplier/16793;Услуги по страхованию гражданско-правовой ответственности владельцев автомобильного транспорта;https://goszakup.gov.kz/ru/registry/show_plan/86430618/4717474;Запрос ценовых предложений;Одна услуга;1;40 000.00;40 000.00;Апрель;Опубликован
86430616;КГКП "Областная специализированная спортивная школа "Жалын" Управления физической культуры и спорта Карагандинской области;https://goszakup.gov.kz/ru/registry/show_supplier/38901;Спрей;https://goszakup.gov.kz/ru/registry/show_plan/86430616/4717345;Запрос ценовых предложений;Штука;4;6 000.00;24 000.00;Апрель;Утвержден
86430615;;https://goszakup.gov.kz/ru/registry/show_supplier/26156;Сифон;https://goszakup.gov.kz/ru/registry/show_plan/86430615/4697719;Электронный магазин;Штука;10;3 500.00;35 000.00;Апрель;Утвержден
86051585;КГУ "Общая средняя школа имени Курмангазы" отдела образования Курмангазинского района Управления образования Атырауской области";https://goszakup.gov.kz/ru/registry/show_supplier/48431;Диски с антибиотиками;https://goszakup.gov.kz/ru/registry/show_plan/86430607/4717230;Запрос ценовых предложений;Штука;30;350.00;10 500.00;Апрель;Заявка
82043630;КГКП "Кызылординский политехнический высший колледж имени Исатая Абдукаримова" управления образования Кызылординской области;https://goszakup.gov.kz/ru/registry/show_supplier/23493;Перчатки;https://goszakup.gov.kz/ru/registry/show_plan/86430598/4701258;Запрос ценовых предложений;Пара;300;375.00;112 500.00;Июнь;Утвержден
86430597;Коммунальное государственное учреждение "Средняя школа № 40 имени Д.М. Карбышева" коммунального государственного учреждения "Отдел образования города Петропавловска" коммунального государственного учреждения "Управление образования акимата Северо-Казахстанской области";https://goszakup.gov.kz/ru/registry/show_supplier/11356;Услуги учреждений санитарно-эпидемиологической службы;https://goszakup.gov.kz/ru/registry/show_plan/86430597/4714799;Запрос ценовых предложений;Одна услуга;1;150 000.00;150 000.00;Апрель;Заявка
86055892;КГУ "Средняя школа № 7 города Аксу" отдела образования города Аксу, управления образования Павлодарской области;https://goszakup.gov.kz/ru/registry/show_supplier/26824;Топор;https://goszakup.gov.kz/ru/registry/show_plan/86430596/4717433;Запрос ценовых предложений;Штука;1;6 000.00;6 000.00;Апрель;Утвержден
86430592;;https://goszakup.gov.kz/ru/registry/show_supplier/12480;Услуги по осуществлению авторского надзора;https://goszakup.gov.kz/ru/registry/show_plan/86430592/4717374;Из одного источника путем прямого заключения договора;Одна услуга;1;565 871.00;565 871.00;Апрель;Проект договора
86430589;;https://goszakup.gov.kz/ru/registry/show_supplier/564361;Игрушка;https://goszakup.gov.kz/ru/registry/show_plan/86430589/4716833;Запрос ценовых предложений;Штука;2;5 000.00;10 000.00;Апрель;Утвержден
86430588;;https://goszakup.gov.kz/ru/registry/show_supplier/564361;Игрушка;https://goszakup.gov.kz/ru/registry/show_plan/86430588/4716833;Запрос ценовых предложений;Штука;2;5 000.00;10 000.00;Апрель;Утвержден
85917421;;https://goszakup.gov.kz/ru/registry/show_supplier/31168;Работы по ремонту/модернизации игрового оборудования;https://goszakup.gov.kz/ru/registry/show_plan/86430568/4717477;Открытый конкурс;Работа;1;17 517 241.38;17 517 241.38;Январь;Утвержден
86430566;ГККП "Ясли-сад № 55 "Қарақат" акимата города Астаны;https://goszakup.gov.kz/ru/registry/show_supplier/10717;Марля;https://goszakup.gov.kz/ru/registry/show_plan/86430566/4717133;Электронный магазин;;100;210.00;21 000.00;Апрель;Утвержден
84643268;ГУ "Отдел занятости и социальных программ акимата района Беимбета Майлина";https://goszakup.gov.kz/ru/registry/show_supplier/11447;Работы по ремонту/модернизации компьютерной/периферийной оргтехники/оборудования;https://goszakup.gov.kz/ru/registry/show_plan/86430565/4717437;Запрос ценовых предложений;Работа;1;6 818.00;6 818.00;Январь;Утвержден
83874301;КГП "Костанайская районная больница" Управления здравоохранения акимата Костанайской области;https://goszakup.gov.kz/ru/registry/show_supplier/12410;Мешок;https://goszakup.gov.kz/ru/registry/show_plan/86430564/4716407;Запрос ценовых предложений;Рулон;200;400.00;80 000.00;Апрель;Утвержден
82518828;;https://goszakup.gov.kz/ru/registry/show_supplier/14871;Краска;https://goszakup.gov.kz/ru/registry/show_plan/86430563/4713269;Запрос ценовых предложений;Штука;10;600.00;6 000.00;Апрель;Утвержден
82043908;КГКП "Кызылординский политехнический высший колледж имени Исатая Абдукаримова" управления образования Кызылординской области;https://goszakup.gov.kz/ru/registry/show_supplier/23493;Предохранитель переменного тока;https://goszakup.gov.kz/ru/registry/show_plan/86430561/4701258;Запрос ценовых предложений;Штука;10;1 400.00;14 000.00;Июнь;Утвержден
84513798;;https://goszakup.gov.kz/ru/registry/show_supplier/10170;Средство моющее;https://goszakup.gov.kz/ru/registry/show_plan/86430557/4717377;Запрос ценовых предложений;Штука;40;2 500.00;100 000.00;Апрель;Утвержден
83745809;;https://goszakup.gov.kz/ru/registry/show_supplier/43650;Услуги по организации/проведению конференций/семинаров/форумов/конкурсов/корпоративных/спортивных/культурных/праздничных и аналогичных мероприятий;https://goszakup.gov.kz/ru/registry/show_plan/86430556/4717471;Запрос ценовых предложений;Одна услуга;1;450 000.00;450 000.00;Май;Утвержден
86430550;;https://goszakup.gov.kz/ru/registry/show_supplier/3633;Кисть;https://goszakup.gov.kz/ru/registry/show_plan/86430550/4714310;Из одного источника путем прямого заключения договора;Штука;10;300.00;3 000.00;Апрель;Проект договора
86430549;ГУ "Аппарат акима Коргалжынского района";https://goszakup.gov.kz/ru/registry/show_supplier/3332;Услуги по обучению персонала/сотрудников;https://goszakup.gov.kz/ru/registry/show_plan/86430549/4717444;Из одного источника путем прямого заключения договора;Одна услуга;1;80 200.00;80 200.00;Апрель;Проект договора
85036892;;https://goszakup.gov.kz/ru/registry/show_supplier/56879;Краска;https://goszakup.gov.kz/ru/registry/show_plan/86430542/4717439;Запрос ценовых предложений;Штука;2;17 600.00;35 200.00;Апрель;Опубликован
82043887;КГКП "Кызылординский политехнический высший колледж имени Исатая Абдукаримова" управления образования Кызылординской области;https://goszakup.gov.kz/ru/registry/show_supplier/23493;Предохранитель переменного тока;https://goszakup.gov.kz/ru/registry/show_plan/86430541/4701258;Запрос ценовых предложений;Штука;10;1 000.00;10 000.00;Июнь;Утвержден
86051627;КГУ "Общая средняя школа имени Курмангазы" отдела образования Курмангазинского района Управления образования Атырауской области";https://goszakup.gov.kz/ru/registry/show_supplier/48431;Эритромицин;https://goszakup.gov.kz/ru/registry/show_plan/86430537/4717230;Запрос ценовых предложений;Штука;30;301.72;9 051.60;Апрель;Заявка
83745804;;https://goszakup.gov.kz/ru/registry/show_supplier/43650;Услуги по организации/проведению конференций/семинаров/форумов/конкурсов/корпоративных/спортивных/культурных/праздничных и аналогичных мероприятий;https://goszakup.gov.kz/ru/registry/show_plan/86430536/4717471;Запрос ценовых предложений;Одна услуга;1;450 000.00;450 000.00;Май;Утвержден
83877323;КГП "Костанайская районная больница" Управления здравоохранения акимата Костанайской области;https://goszakup.gov.kz/ru/registry/show_supplier/12410;Терка;https://goszakup.gov.kz/ru/registry/show_plan/86430531/4716407;Запрос ценовых предложений;Упаковка;4;600.00;2 400.00;Апрель;Утвержден
86430529;КГУ "Средняя школа № 7 города Аксу" отдела образования города Аксу, управления образования Павлодарской области;https://goszakup.gov.kz/ru/registry/show_supplier/26824;Земельно-кадастровые работы;https://goszakup.gov.kz/ru/registry/show_plan/86430529/4717433;Из одного источника путем прямого заключения договора;Работа;1;231 074.64;231 074.64;Апрель;Проект договора
86430526;;https://goszakup.gov.kz/ru/registry/show_supplier/26156;Шланг;https://goszakup.gov.kz/ru/registry/show_plan/86430526/4697719;Электронный магазин;Штука;10;828.00;8 280.00;Апрель;Утвержден
86430524;ГККП "Ясли-сад № 55 "Қарақат" акимата города Астаны;https://goszakup.gov.kz/ru/registry/show_supplier/10717;Перчатки;https://goszakup.gov.kz/ru/registry/show_plan/86430524/4717133;Электронный магазин;Пара;100;325.00;32 500.00;Апрель;Утвержден
82043820;КГКП "Кызылординский политехнический высший колледж имени Исатая Абдукаримова" управления образования Кызылординской области;https://goszakup.gov.kz/ru/registry/show_supplier/23493;Выключатель;https://goszakup.gov.kz/ru/registry/show_plan/86430523/4701258;Запрос ценовых предложений;Штука;1;17 000.00;17 000.00;Июнь;Утвержден
86430517;;https://goszakup.gov.kz/ru/registry/show_supplier/60333;Услуги консультационные в области информационных технологий;https://goszakup.gov.kz/ru/registry/show_plan/86430517/4717446;Из одного источника путем прямого заключения договора;Одна услуга;1;1 330 000.00;1 330 000.00;Апрель;Проект договора
86430515;КГУ «Аппарат акима Аккайынского района Северо-Казахстанской области»;https://goszakup.gov.kz/ru/registry/show_supplier/32015;Стол;https://goszakup.gov.kz/ru/registry/show_plan/86430515/4717383;Запрос ценовых предложений;Штука;1;180 000.00;180 000.00;Апрель;Утвержден
86430506;КГКП "Областная специализированная спортивная школа "Жалын" Управления физической культуры и спорта Карагандинской области;https://goszakup.gov.kz/ru/registry/show_supplier/38901;Салфетка;https://goszakup.gov.kz/ru/registry/show_plan/86430506/4717345;Запрос ценовых предложений;Упаковка;1;2 000.00;2 000.00;Апрель;Утвержден
83878948;КГП "Костанайская районная больница" Управления здравоохранения акимата Костанайской области;https://goszakup.gov.kz/ru/registry/show_supplier/12410;Средство чистящее;https://goszakup.gov.kz/ru/registry/show_plan/86430503/4716407;Запрос ценовых предложений;Штука;500;570.00;285 000.00;Апрель;Утвержден
85036893;;https://goszakup.gov.kz/ru/registry/show_supplier/56879;Элемент электронагревательный;https://goszakup.gov.kz/ru/registry/show_plan/86430499/4717439;Запрос ценовых предложений;Штука;28;10 000.00;280 000.00;Апрель;Опубликован
84513742;;https://goszakup.gov.kz/ru/registry/show_supplier/10170;Порошок;https://goszakup.gov.kz/ru/registry/show_plan/86430495/4717377;Запрос ценовых предложений;Штука;1000;450.00;450 000.00;Март;Опубликован
82043803;КГКП "Кызылординский политехнический высший колледж имени Исатая Абдукаримова" управления образования Кызылординской области;https://goszakup.gov.kz/ru/registry/show_supplier/23493;Выключатель;https://goszakup.gov.kz/ru/registry/show_plan/86430493/4701258;Запрос ценовых предложений;Одна пачка;1;9 900.00;9 900.00;Июнь;Утвержден
86390268;;https://goszakup.gov.kz/ru/registry/show_supplier/37047;Чехол;https://goszakup.gov.kz/ru/registry/show_plan/86430492/4717419;Из одного источника путем прямого заключения договора;Комплект;1;150 000.00;150 000.00;Апрель;Проект договора
84323268;;https://goszakup.gov.kz/ru/registry/show_supplier/8310;Услуги полиграфические по изготовлению/печатанию полиграфической продукции (кроме книг, фото, периодических изданий);https://goszakup.gov.kz/ru/registry/show_plan/86430489/4717344;Запрос ценовых предложений;Одна услуга;1;2 736 045.00;2 736 045.00;Февраль;Утвержден
86430485;;https://goszakup.gov.kz/ru/registry/show_supplier/26156;Шпатлевка;https://goszakup.gov.kz/ru/registry/show_plan/86430485/4697719;Электронный магазин;Штука;2;10 000.00;20 000.00;Апрель;Утвержден
82043776;КГКП "Кызылординский политехнический высший колледж имени Исатая Абдукаримова" управления образования Кызылординской области;https://goszakup.gov.kz/ru/registry/show_supplier/23493;Кабель;https://goszakup.gov.kz/ru/registry/show_plan/86430471/4701258;Запрос ценовых предложений;;50;1 200.00;60 000.00;Июнь;Утвержден
83883311;КГП "Костанайская районная больница" Управления здравоохранения акимата Костанайской области;https://goszakup.gov.kz/ru/registry/show_supplier/12410;Средство моющее;https://goszakup.gov.kz/ru/registry/show_plan/86430469/4716407;Запрос ценовых предложений;Одна пачка;500;250.00;125 000.00;Апрель;Утвержден
86326273;КГП на ПХВ "Областной центр фтизиопульмонологии" управления здравоохранения области Абай;https://goszakup.gov.kz/ru/registry/show_supplier/26330;Плинтус;https://goszakup.gov.kz/ru/registry/show_plan/86430462/4717463;Электронный магазин;Штука;60;2 350.00;141 000.00;Апрель;Утвержден
83671773;;https://goszakup.gov.kz/ru/registry/show_supplier/39721;Услуги по обучению персонала/сотрудников;https://goszakup.gov.kz/ru/registry/show_plan/86430452/4717462;Из одного источника путем прямого заключения договора;Одна услуга;1;1 657 500.00;1 657 500.00;Апрель;Проект договора
85036915;;https://goszakup.gov.kz/ru/registry/show_supplier/56879;Кисть;https://goszakup.gov.kz/ru/registry/show_plan/86430451/4717439;Запрос ценовых предложений;Штука;10;350.00;3 500.00;Май;Опубликован
86430448;;https://goszakup.gov.kz/ru/registry/show_supplier/8310;Услуги полиграфические по изготовлению/печатанию полиграфической продукции (кроме книг, фото, периодических изданий);https://goszakup.gov.kz/ru/registry/show_plan/86430448/4717344;Запрос ценовых предложений;Одна услуга;1;1 085 395.00;1 085 395.00;Апрель;Заявка
86430440;КГКП "Областная специализированная спортивная школа "Жалын" Управления физической культуры и спорта Карагандинской области;https://goszakup.gov.kz/ru/registry/show_supplier/38901;Бахилы;https://goszakup.gov.kz/ru/registry/show_plan/86430440/4717345;Запрос ценовых предложений;Упаковка;1;1 000.00;1 000.00;Апрель;Утвержден
86430436;;https://goszakup.gov.kz/ru/registry/show_supplier/26156;Герметик;https://goszakup.gov.kz/ru/registry/show_plan/86430436/4697719;Электронный магазин;Штука;10;4 000.00;40 000.00;Апрель;Утвержден
86430432;;https://goszakup.gov.kz/ru/registry/show_supplier/41690;Работы по ремонту автотранспортных средств;https://goszakup.gov.kz/ru/registry/show_plan/86430432/4716912;Из одного источника путем прямого заключения договора;Работа;1;300 000.00;300 000.00;Апрель;Утвержден
86292955;;https://goszakup.gov.kz/ru/registry/show_supplier/25059;Услуги по осуществлению технического надзора в сфере строительной деятельности;https://goszakup.gov.kz/ru/registry/show_plan/86430431/4717432;Конкурс с использованием рейтингово-балльной системы;Одна услуга;1;2 026 463.75;2 026 463.75;Апрель;Утвержден
86292290;;https://goszakup.gov.kz/ru/registry/show_supplier/16481;Лента изоляционная;https://goszakup.gov.kz/ru/registry/show_plan/86430429/4717380;Электронный магазин;Штука;100;1 500.00;150 000.00;Апрель;Утвержден
86430420;ГУ "Аппарат акима Таглинского сельского округа Шетского района Карагандинской области";https://goszakup.gov.kz/ru/registry/show_supplier/59761;Выключатель нагрузки;https://goszakup.gov.kz/ru/registry/show_plan/86430420/4717081;Запрос ценовых предложений;Штука;10;2 155.18;21 551.80;Апрель;Утвержден
86430418;;https://goszakup.gov.kz/ru/registry/show_supplier/30016;Масло;https://goszakup.gov.kz/ru/registry/show_plan/86430418/4717256;Из одного источника путем прямого заключения договора по питанию обучающихся;Килограмм;14;5 752.00;80 528.00;Апрель;Проект договора
86430408;;https://goszakup.gov.kz/ru/registry/show_supplier/3633;Эмаль;https://goszakup.gov.kz/ru/registry/show_plan/86430408/4714310;Из одного источника путем прямого заключения договора;Банка условная;10;9 633.00;96 330.00;Апрель;Проект договора
86430407;ГККП «Мангистауский областной центр научно-методической и культурно-досуговой деятельности» Управления культуры, развития языков и архивного дела Мангистауской области;https://goszakup.gov.kz/ru/registry/show_supplier/29263;Услуги по эстетическому оформлению;https://goszakup.gov.kz/ru/registry/show_plan/86430407/4716541;Из одного источника путем прямого заключения договора;Одна услуга;1;3 628 000.00;3 628 000.00;Апрель;Утвержден
86430402;КГКП "Областная специализированная спортивная школа "Жалын" Управления физической культуры и спорта Карагандинской области;https://goszakup.gov.kz/ru/registry/show_supplier/38901;Халат;https://goszakup.gov.kz/ru/registry/show_plan/86430402/4717345;Запрос ценовых предложений;Штука;5;600.00;3 000.00;Апрель;Утвержден
85036914;;https://goszakup.gov.kz/ru/registry/show_supplier/56879;Кисть;https://goszakup.gov.kz/ru/registry/show_plan/86430396/4717439;Запрос ценовых предложений;Штука;10;200.00;2 000.00;Апрель;Опубликован
86430391;;https://goszakup.gov.kz/ru/registry/show_supplier/26156;Лак;https://goszakup.gov.kz/ru/registry/show_plan/86430391/4697719;Электронный магазин;Штука;60;2 500.00;150 000.00;Апрель;Утвержден
86430386;;https://goszakup.gov.kz/ru/registry/show_supplier/30016;Сыр;https://goszakup.gov.kz/ru/registry/show_plan/86430386/4717256;Из одного источника путем прямого заключения договора по питанию обучающихся;Килограмм;10;4 000.00;40 000.00;Апрель;Проект договора
86430385;ГУ "Отдел государственных активов и закупок Бухар-Жырауского района Карагандинской области";https://goszakup.gov.kz/ru/registry/show_supplier/248359;Земельно-кадастровые работы;https://goszakup.gov.kz/ru/registry/show_plan/86430385/4717425;Из одного источника путем прямого заключения договора;Работа;1;252 081.39;252 081.39;Январь;Утвержден
86430376;ГУ "Аппарат акима Егиндыбулакского сельского округа Каркаралинского района";https://goszakup.gov.kz/ru/registry/show_supplier/52909;Услуги по страхованию гражданско-правовой ответственности владельцев автомобильного транспорта;https://goszakup.gov.kz/ru/registry/show_plan/86430376/4716290;Запрос ценовых предложений;Одна услуга;1;30 000.00;30 000.00;Апрель;Опубликован
85870862;КГУ «Центр поддержки детей, нуждающихся в специальных социальных услугах имени Маруы Кулушевой» управления образования области Ұлытау;https://goszakup.gov.kz/ru/registry/show_supplier/431048;Кровать;https://goszakup.gov.kz/ru/registry/show_plan/86430365/4710228;Запрос ценовых предложений;Штука;30;53 506.00;1 605 180.00;Апрель;Опубликован
86430364;КГУ «Аппарат акима Аккайынского района Северо-Казахстанской области»;https://goszakup.gov.kz/ru/registry/show_supplier/32015;Экран;https://goszakup.gov.kz/ru/registry/show_plan/86430364/4717383;Электронный магазин;Штука;1;3 639 310.00;3 639 310.00;Апрель;Утвержден
82518940;;https://goszakup.gov.kz/ru/registry/show_supplier/14871;Альбом;https://goszakup.gov.kz/ru/registry/show_plan/86430360/4713269;Запрос ценовых предложений;Штука;10;450.00;4 500.00;Апрель;Утвержден
84165286;;https://goszakup.gov.kz/ru/registry/show_supplier/16777;Глушитель;https://goszakup.gov.kz/ru/registry/show_plan/86430357/4717401;Запрос ценовых предложений;Штука;1;35 000.00;35 000.00;Апрель;Утвержден
86430354;ГККП "Ясли-сад № 55 "Қарақат" акимата города Астаны;https://goszakup.gov.kz/ru/registry/show_supplier/10717;Перчатки;https://goszakup.gov.kz/ru/registry/show_plan/86430354/4717133;Электронный магазин;Пара;50;410.00;20 500.00;Апрель;Утвержден
85036916;;https://goszakup.gov.kz/ru/registry/show_supplier/56879;Лак;https://goszakup.gov.kz/ru/registry/show_plan/86430351/4717439;Запрос ценовых предложений;Бутылка;10;4 400.00;44 000.00;Апрель;Опубликован
86430350;;https://goszakup.gov.kz/ru/registry/show_supplier/30016;Яблоко раннее;https://goszakup.gov.kz/ru/registry/show_plan/86430350/4717256;Из одного источника путем прямого заключения договора по питанию обучающихся;Килограмм;100;641.00;64 100.00;Апрель;Проект договора
86430344;КГКП "Областная специализированная спортивная школа "Жалын" Управления физической культуры и спорта Карагандинской области;https://goszakup.gov.kz/ru/registry/show_supplier/38901;Поливитамины;https://goszakup.gov.kz/ru/registry/show_plan/86430344/4717345;Запрос ценовых предложений;Упаковка;30;400.00;12 000.00;Апрель;Утвержден
86380049;;https://goszakup.gov.kz/ru/registry/show_supplier/68466;Работы по возведению (строительству) инженерных сетей;https://goszakup.gov.kz/ru/registry/show_plan/86430342/4717382;Конкурс с использованием рейтингово-балльной системы;Работа;1;1 449 817 542.00;1 449 817 542.00;Апрель;Проект договора
86430341;Коммунальное государственное учреждение "Общеобразовательная школа № 14 города Кокшетау отдела образования по городу Кокшетау управления образования Акмолинской области";https://goszakup.gov.kz/ru/registry/show_supplier/24226;Услуги по огнезащитному предохранению древесины;https://goszakup.gov.kz/ru/registry/show_plan/86430341/4717233;Запрос ценовых предложений;Одна услуга;1;284 482.00;284 482.00;Апрель;Утвержден
82043752;КГКП "Кызылординский политехнический высший колледж имени Исатая Абдукаримова" управления образования Кызылординской области;https://goszakup.gov.kz/ru/registry/show_supplier/23493;Кабель;https://goszakup.gov.kz/ru/registry/show_plan/86430338/4701258;Запрос ценовых предложений;;50;1 150.00;57 500.00;Июнь;Утвержден
86208610;;https://goszakup.gov.kz/ru/registry/show_supplier/10364;Услуги по финансовому лизингу;https://goszakup.gov.kz/ru/registry/show_plan/86430337/4717324;Открытый конкурс;Одна услуга;1;876 565 055.00;876 565 055.00;Апрель;Заявка
85134870;ГУ "Аппарат акима Коргалжынского района";https://goszakup.gov.kz/ru/registry/show_supplier/3332;Услуги по обучению персонала/сотрудников;https://goszakup.gov.kz/ru/registry/show_plan/86430331/4717444;Из одного источника путем прямого заключения договора;Одна услуга;1;401 000.00;401 000.00;Февраль;Утвержден
84513829;;https://goszakup.gov.kz/ru/registry/show_supplier/10170;Средство чистящее;https://goszakup.gov.kz/ru/registry/show_plan/86430330/4717377;Электронный магазин;Штука;800;800.00;640 000.00;Апрель;Утвержден
86430329;Коммунальное государственное казённое предприятие «Ясли-сад «Гүлдер» отдела образования города Темиртау управления образования Карагандинской области;https://goszakup.gov.kz/ru/registry/show_supplier/3193;Перфоратор;https://goszakup.gov.kz/ru/registry/show_plan/86430329/4710231;Запрос ценовых предложений;Штука;1;50 000.00;50 000.00;Апрель;Заявка
86430328;;https://goszakup.gov.kz/ru/registry/show_supplier/266602;Лента;https://goszakup.gov.kz/ru/registry/show_plan/86430328/4716386;Из одного источника путем прямого заключения договора;Штука;12;4 000.00;48 000.00;Апрель;Проект договора
82043653;КГКП "Кызылординский политехнический высший колледж имени Исатая Абдукаримова" управления образования Кызылординской области;https://goszakup.gov.kz/ru/registry/show_supplier/23493;Урна;https://goszakup.gov.kz/ru/registry/show_plan/86430324/4701258;Запрос ценовых предложений;Штука;100;2 800.00;280 000.00;Июнь;Утвержден
84346866;ГУ "Отдел экономики и финансов Бокейординского района";https://goszakup.gov.kz/ru/registry/show_supplier/64934;Шина;https://goszakup.gov.kz/ru/registry/show_plan/86430320/4716957;Запрос ценовых предложений;Штука;5;30 172.42;150 862.10;Апрель;Утвержден
85829911;;https://goszakup.gov.kz/ru/registry/show_supplier/37047;Шторы;https://goszakup.gov.kz/ru/registry/show_plan/86430318/4717419;Из одного источника путем прямого заключения договора;Комплект;1;65 000.00;65 000.00;Апрель;Проект договора
83869608;КГП "Костанайская районная больница" Управления здравоохранения акимата Костанайской области;https://goszakup.gov.kz/ru/registry/show_supplier/12410;Мыло;https://goszakup.gov.kz/ru/registry/show_plan/86430315/4716407;Электронный магазин;Штука;400;630.00;252 000.00;Апрель;Утвержден
86430314;;https://goszakup.gov.kz/ru/registry/show_supplier/30016;Фрукты;https://goszakup.gov.kz/ru/registry/show_plan/86430314/4717256;Из одного источника путем прямого заключения договора по питанию обучающихся;Килограмм;51.122;862.00;44 067.16;Апрель;Проект договора
86430305;ГУ "Аппарат акима Челгашинского сельского округа";https://goszakup.gov.kz/ru/registry/show_supplier/45502;Бензин для двигателей с искровым зажиганием;https://goszakup.gov.kz/ru/registry/show_plan/86430305/4717385;Запрос ценовых предложений;Литр (куб. дм.);690;206.90;142 761.00;Апрель;Опубликован
82042432;КГКП "Кызылординский политехнический высший колледж имени Исатая Абдукаримова" управления образования Кызылординской области;https://goszakup.gov.kz/ru/registry/show_supplier/23493;Ерш;https://goszakup.gov.kz/ru/registry/show_plan/86430302/4701258;Запрос ценовых предложений;Штука;50;3 000.00;150 000.00;Июнь;Утвержден
86430300;;https://goszakup.gov.kz/ru/registry/show_supplier/18150;Услуги по техническому контролю (осмотру) дорожных транспортных средств;https://goszakup.gov.kz/ru/registry/show_plan/86430300/4716393;Запрос ценовых предложений;Одна услуга;1;24 000.00;24 000.00;Апрель;Заявка
86430295;;https://goszakup.gov.kz/ru/registry/show_supplier/29780;Известь;https://goszakup.gov.kz/ru/registry/show_plan/86430295/4693205;Запрос ценовых предложений;Килограмм;200;180.00;36 000.00;Апрель;Утвержден
84647304;НАО "СКУ им. М. Козыбаева";https://goszakup.gov.kz/ru/registry/show_supplier/10623;Книга;https://goszakup.gov.kz/ru/registry/show_plan/86430294/4714805;Открытый конкурс;Штука;1;106.26;106.26;Март;Утвержден
84165276;;https://goszakup.gov.kz/ru/registry/show_supplier/16777;Глушитель;https://goszakup.gov.kz/ru/registry/show_plan/86430293/4717401;Запрос ценовых предложений;Штука;1;35 000.00;35 000.00;Апрель;Утвержден
86430286;КГУ «Реабилитационный центр для детей с инвалидностью» Управления координации занятости и социальных программ акимата Костанайской области;https://goszakup.gov.kz/ru/registry/show_supplier/822529;Грабли;https://goszakup.gov.kz/ru/registry/show_plan/86430286/4709727;Электронный магазин;Штука;30;2 000.00;60 000.00;Апрель;Опубликован
82042402;КГКП "Кызылординский политехнический высший колледж имени Исатая Абдукаримова" управления образования Кызылординской области;https://goszakup.gov.kz/ru/registry/show_supplier/23493;Замок;https://goszakup.gov.kz/ru/registry/show_plan/86430284/4701258;Запрос ценовых предложений;Штука;50;2 400.00;120 000.00;Июнь;Утвержден
86430279;КГКП "Областная специализированная спортивная школа "Жалын" Управления физической культуры и спорта Карагандинской области;https://goszakup.gov.kz/ru/registry/show_supplier/38901;Поливитамины;https://goszakup.gov.kz/ru/registry/show_plan/86430279/4717345;Запрос ценовых предложений;Упаковка;32;3 050.00;97 600.00;Апрель;Утвержден
83916722;ГККП "Ясли - сад № 2 "Батыр" акимата города Астаны;https://goszakup.gov.kz/ru/registry/show_supplier/9658;Услуги по техническому обслуживанию пожарной/охранной сигнализации/систем тушения/видеонаблюдения и аналогичного оборудования;https://goszakup.gov.kz/ru/registry/show_plan/86430277/4714311;Запрос ценовых предложений;Одна услуга;1;75 000.00;75 000.00;Апрель;Опубликован
86430275;;https://goszakup.gov.kz/ru/registry/show_supplier/400589;Работы по разработке/корректировке нормативной/технической документации/технологических схем/паспортов/локальных смет;https://goszakup.gov.kz/ru/registry/show_plan/86430275/4717220;Запрос ценовых предложений;Работа;1;78 000.00;78 000.00;Апрель;Утвержден
